OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),Electricity(kWh),ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,Âgebâtiment,out_clas,consumption_rate_Electricity,consumption_rate_Gas,consumption_rate_Steam,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
21795,2016,NonResidential,Other,98102.0,2025049007,3,EAST,1.0,2,85750,"K-12 School, Parking",Parking,,113.90000149999999,191.6999969,2278550.5,196193.7031,Compliant,77.76,0.91,17,Low,High Usage,High Usage,Low Usage,0.23452,0.76548,85750.0,42875.0
21549,2016,NonResidential,Laboratory,98119.0,1992200045,7,MAGNOLIA / QUEEN ANNE,1.0,2,34416,"Laboratory, Office, Parking",Laboratory,,363.60000610000003,657.2000122000001,12512916.0,1370281.25,Compliant,422.45,12.27,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,34416.0,17208.0
21550,2016,NonResidential,Small- and Mid-Sized Office,98119.0,1992200400,7,MAGNOLIA / QUEEN ANNE,1.0,3,45864,Office,Office,94.0,66.19999695,91.40000153,3034554.5,140782.5,Compliant,115.43,2.52,86,Low,High Usage,High Usage,Low Usage,1.0,0.0,45864.0,15288.0
21557,2016,NonResidential,K-12 School,98125.0,2026049022,5,NORTHWEST,1.0,2,49252,K-12 School,K-12 School,23.0,63.40000153,127.1999969,3870672.5,509598.3125,Compliant,104.91,2.13,17,Low,High Usage,High Usage,Low Usage,1.0,0.0,49252.0,24626.0
21578,2016,SPS-District K-12,K-12 School,98116.0,2095200005,1,SOUTHWEST,1.0,1,41221,K-12 School,K-12 School,83.0,36.90000153,93.09999847,2246747.5,462843.3125,Error - Correct Default Data,46.46,1.13,67,Low,High Usage,High Usage,Low Usage,1.0,0.0,41221.0,41221.0
21580,2016,NonResidential,Small- and Mid-Sized Office,98102.0,2107700160,4,LAKE UNION,1.0,3,33176,"Office, Parking",Office,89.0,45.59999847,102.1999969,1513388.25,252767.0938,Compliant,35.96,1.08,29,Low,High Usage,High Usage,Low Usage,1.0,0.0,33176.0,11058.667
21582,2016,NonResidential,Retail Store,98102.0,2107700260,4,LAKE UNION,1.0,3,25194,"Medical Office, Office, Retail Store",Retail Store,,92.40000153,188.0,1980961.25,278437.5,Compliant,55.95,2.22,23,Low,High Usage,High Usage,Low Usage,0.8506,0.1494,25194.0,8398.0
21601,2016,SPS-District K-12,K-12 School,98118.0,2123700235,2,SOUTHEAST,1.0,2,75605,K-12 School,K-12 School,83.0,32.5,76.19999695,2457541.75,445602.5,Error - Correct Default Data,50.67,0.67,16,Low,High Usage,High Usage,Low Usage,1.0,0.0,75605.0,37802.5
21613,2016,NonResidential,Other,98112.0,2125049032,3,EAST,1.0,3,31191,"Other - Recreation, Self-Storage Facility",Other - Recreation,,192.8000031,407.7999878,6014124.0,915490.5,Compliant,167.98,5.39,89,Low,High Usage,High Usage,Low Usage,1.0,0.0,31191.0,10397.0
21617,2016,NonResidential,Other,98125.0,2126049136,5,NORTH,1.0,1,37377,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",,98.69999695,167.0,3515178.25,316191.3125,Compliant,111.73,2.99,69,Low,High Usage,High Usage,Low Usage,1.0,0.0,37377.0,37377.0
21687,2016,NonResidential,Other,98118.0,2224049003,2,SOUTHEAST,1.0,2,22364,"Adult Education, Parking",Adult Education,,72.69999695,123.90000149999999,1625774.5,149141.2031,Compliant,54.44,2.43,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,22364.0,11182.0
21716,2016,NonResidential,Small- and Mid-Sized Office,98109.0,1991200270,7,LAKE UNION,1.0,2,43183,"Data Center, Office",Office,,199.3000031,567.2999877999999,7588115.5,1912037.75,Compliant,92.45,2.14,63,Low,High Usage,High Usage,Low Usage,1.0,0.0,43183.0,21591.5
21723,2016,NonResidential,Worship Facility,98115.0,2464400730,4,NORTH,1.0,3,45680,Worship Facility,Worship Facility,79.0,52.40000153,78.59999847,2394061.75,149282.4063,Compliant,86.81,1.9,108,Low,High Usage,High Usage,Low Usage,1.0,0.0,45680.0,15226.667
21741,2016,NonResidential,Senior Care Community,98109.0,2468400005,7,LAKE UNION,1.0,14,724148,Senior Care Community,Senior Care Community,8.0,53.90000153,124.90000149999999,39120828.0,6951462.0,Compliant,913.07,1.26,10,Low,High Usage,High Usage,Low Usage,1.0,0.0,724148.0,51724.857
21794,2016,NonResidential,K-12 School,98102.0,2025049007,3,EAST,1.0,5,43594,K-12 School,K-12 School,38.0,66.19999695,134.1999969,2699616.0,370671.8125,Compliant,73.26,1.68,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,43594.0,8718.8
21879,2016,NonResidential,Senior Care Community,98133.0,2426039037,5,NORTHWEST,1.0,2,51298,Senior Care Community,Senior Care Community,85.0,114.0,205.8999939,5847878.5,613894.125,Compliant,203.73,3.97,62,Low,High Usage,High Usage,Low Usage,1.0,0.0,51298.0,25649.0
21893,2016,NonResidential,Warehouse,98108.0,2433700015,1,GREATER DUWAMISH,1.0,1,31600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,3.0,118.09999850000001,232.0,3731853.25,478694.5938,Compliant,103.28,3.27,37,Low,High Usage,High Usage,Low Usage,1.0,0.0,31600.0,31600.0
21896,2016,NonResidential,Warehouse,98108.0,2433700074,1,GREATER DUWAMISH,1.0,1,28920,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50.0,68.5,91.30000305,2053772.75,81783.10156,Compliant,80.09,2.77,35,Low,High Usage,High Usage,Low Usage,1.0,0.0,28920.0,28920.0
21897,2016,NonResidential,Warehouse,98108.0,2433700075,1,GREATER DUWAMISH,1.0,1,22176,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,60.0,33.70000076,49.29999924,746905.625,40290.0,Compliant,32.77,1.48,38,Low,High Usage,High Usage,Low Usage,1.0,0.0,22176.0,22176.0
21905,2016,NonResidential,Other,98115.0,2434900060,5,NORTH,1.0,1,30610,"Office, Other - Recreation",Other - Recreation,,147.5,291.39999389999997,4513728.0,586162.6875,Compliant,135.81,4.44,37,Low,High Usage,High Usage,Low Usage,1.0,0.0,30610.0,30610.0
21909,2016,NonResidential,Medical Office,98115.0,2434900130,5,NORTH,1.0,2,38745,"Medical Office, Parking",Medical Office,76.0,47.20000076,122.90000149999999,3073612.0,659899.875,Compliant,49.62,1.28,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,38745.0,19372.5
21917,2016,NonResidential,Medical Office,98105.0,2436201055,4,NORTHEAST,1.0,3,38378,"Medical Office, Parking",Medical Office,86.0,51.5,96.59999847,1807593.875,213839.4063,Compliant,53.73,1.4,49,Low,High Usage,High Usage,Low Usage,1.0,0.0,38378.0,12792.667
21920,2016,NonResidential,Warehouse,98105.0,2437200015,4,NORTHEAST,1.0,2,33576,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,64.0,43.70000076,70.09999847,1466199.875,114338.7031,Compliant,49.73,1.48,36,Low,High Usage,High Usage,Low Usage,1.0,0.0,33576.0,16788.0
21921,2016,NonResidential,Supermarket / Grocery Store,98105.0,2437200030,4,NORTHEAST,1.0,1,33005,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,21.0,309.39999389999997,760.2999877999999,10821972.0,2156999.75,Compliant,225.67,6.84,41,Low,High Usage,High Usage,Low Usage,1.0,0.0,33005.0,33005.0
22062,2016,Campus,University,98122.0,2254500880,3,EAST,1.0,2,2200000,"College/University, Parking",College/University,,71.59999847,151.3000031,123205560.0,18075270.0,Compliant,3243.48,1.47,77,Low,High Usage,High Usage,Low Usage,1.0,0.0,2200000.0,1100000.0
22078,2016,NonResidential,Worship Facility,98122.0,2254502165,3,CENTRAL,1.0,2,26560,Worship Facility,Worship Facility,1.0,69.0,121.09999850000001,1831347.125,178775.7969,Compliant,64.88,2.44,115,Low,High Usage,High Usage,Low Usage,1.0,0.0,26560.0,13280.0
22139,2016,NonResidential,Retail Store,98118.0,2724049105,2,GREATER DUWAMISH,1.0,2,38845,"Parking, Retail Store",Retail Store,82.0,178.1000061,364.0,6917280.0,964398.125,Compliant,215.56,5.55,24,Low,High Usage,High Usage,Low Usage,1.0,0.0,38845.0,19422.5
22142,2016,NonResidential,Supermarket / Grocery Store,98118.0,2724049127,2,GREATER DUWAMISH,1.0,1,26092,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,40.0,311.10000610000003,729.7999877999999,8071987.5,1466880.0,Compliant,173.75,6.66,63,Low,High Usage,High Usage,Low Usage,1.0,0.0,26092.0,26092.0
22149,2016,SPS-District K-12,K-12 School,98125.0,2726049114,5,NORTH,1.0,1,38582,K-12 School,K-12 School,85.0,50.90000153,93.09999847,2054157.0,213797.4063,Error - Correct Default Data,64.54,1.67,61,Low,High Usage,High Usage,Low Usage,1.0,0.0,38582.0,38582.0
22163,2016,NonResidential,Small- and Mid-Sized Office,98108.0,2738100380,2,GREATER DUWAMISH,1.0,1,25500,Office,Office,98.0,56.09999847,75.19999695,1430417.125,58249.60156,Compliant,55.3,2.17,49,Low,High Usage,High Usage,Low Usage,1.0,0.0,25500.0,25500.0
22166,2016,NonResidential,Retail Store,98108.0,2738100610,2,GREATER DUWAMISH,1.0,2,56193,Retail Store,Retail Store,,45.90000153,117.40000149999999,2580058.5,544827.1875,Compliant,46.9,0.83,58,Low,High Usage,High Usage,Low Usage,1.0,0.0,56193.0,28096.5
22223,2016,NonResidential,K-12 School,98107.0,2767900390,6,BALLARD,1.0,3,35448,K-12 School,K-12 School,97.0,46.0,65.59999847,1632148.75,82224.29688,Compliant,60.34,1.7,94,Low,High Usage,High Usage,Low Usage,1.0,0.0,35448.0,11816.0
22230,2016,NonResidential,Supermarket / Grocery Store,98107.0,2768100235,6,BALLARD,1.0,1,29214,Supermarket/Grocery Store,Supermarket/Grocery Store,8.0,327.2000122,782.7999877999999,9558542.0,1825111.625,Compliant,208.53,7.14,50,Low,High Usage,High Usage,Low Usage,1.0,0.0,29214.0,29214.0
22240,2016,NonResidential,Supermarket / Grocery Store,98107.0,2768300240,6,BALLARD,1.0,1,89103,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,34.0,307.7000122,665.5999756,14473242.0,2288399.75,Compliant,384.85,4.32,16,Low,High Usage,High Usage,Low Usage,0.51702,0.48298,89103.0,89103.0
22252,2016,NonResidential,Other,98125.0,2768300955,6,BALLARD,1.0,1,32000,"Office, Other - Recreation",Other - Recreation,,44.20000076,80.90000153,1527101.375,160794.5938,Compliant,45.38,1.42,55,Low,High Usage,High Usage,Low Usage,1.0,0.0,32000.0,32000.0
22259,2016,NonResidential,Mixed Use Property,98107.0,2768301991,6,BALLARD,1.0,2,31140,"Non-Refrigerated Warehouse, Other, Retail Store",Other,,35.70000076,53.70000076,1111093.0,68761.20313,Compliant,38.86,1.25,106,Low,High Usage,High Usage,Low Usage,1.0,0.0,31140.0,15570.0
22261,2016,NonResidential,Warehouse,98107.0,2768301991,6,BALLARD,1.0,3,41478,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,3.0,79.30000305,173.8999939,3287502.0,527369.0,Compliant,78.22,1.89,41,Low,High Usage,High Usage,Low Usage,1.0,0.0,41478.0,13826.0
22312,2016,Nonresidential COS,Other,98107.0,2767700235,6,BALLARD,1.0,1,30576,"Library, Other - Services",Library,,90.69999695,202.6999969,1642173.75,272578.4063,Compliant,38.52,1.26,12,Low,High Usage,High Usage,Low Usage,0.49058,0.50942,30576.0,30576.0
22420,2016,NonResidential,Other,98107.0,2767704040,6,BALLARD,1.0,2,30087,Other,Other,,170.3999939,535.0,5205994.5,1545908.875,Compliant,36.77,1.22,74,Low,High Usage,Low Usage,Low Usage,1.0,0.0,30087.0,15043.5
22454,2016,NonResidential,Retail Store,98134.0,2769601465,6,BALLARD,1.0,1,22420,Retail Store,Retail Store,82.0,66.09999847,152.6999969,1524765.875,271811.8125,Compliant,31.79,1.42,49,Low,High Usage,High Usage,Low Usage,1.0,0.0,22420.0,22420.0
22479,2016,NonResidential,Supermarket / Grocery Store,98119.0,2770602660,7,MAGNOLIA / QUEEN ANNE,1.0,1,25842,Supermarket/Grocery Store,Supermarket/Grocery Store,35.0,336.60000610000003,727.9000244,8746499.0,1364887.75,Compliant,237.54,9.19,55,Low,High Usage,High Usage,Low Usage,1.0,0.0,25842.0,25842.0
22502,2016,NonResidential,Warehouse,98199.0,2771605265,7,MAGNOLIA / QUEEN ANNE,1.0,1,25600,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,1.0,75.90000153,188.6999969,1943594.875,366239.3125,Compliant,34.26,1.34,42,Low,High Usage,High Usage,Low Usage,1.0,0.0,25600.0,25600.0
22511,2016,NonResidential,Warehouse,98199.0,2771605365,7,MAGNOLIA / QUEEN ANNE,1.0,1,56884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71.0,27.70000076,58.0,1577967.75,230206.2969,Compliant,37.49,0.66,56,Low,High Usage,High Usage,Low Usage,1.0,0.0,56884.0,56884.0
22519,2016,NonResidential,Retail Store,98117.0,2776600135,6,BALLARD,1.0,1,32810,Retail Store,Retail Store,66.0,66.09999847,153.0,2168833.0,385776.0,Compliant,46.44,1.42,27,Low,High Usage,High Usage,Low Usage,1.0,0.0,32810.0,32810.0
22672,2016,NonResidential,Other,98107.0,2767702960,6,BALLARD,1.0,3,45750,"Other, Parking",Other,,175.8999939,270.0,7536508.5,512781.1875,Compliant,303.81,6.64,116,Low,High Usage,High Usage,Low Usage,0.89259,0.10741,45750.0,15250.0
22676,2016,NonResidential,Small- and Mid-Sized Office,98107.0,2767703120,6,BALLARD,1.0,2,23500,Office,Office,26.0,74.30000305,182.8999939,1745284.25,349643.5938,Compliant,34.52,1.47,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,23500.0,11750.0
22684,2016,NonResidential,Mixed Use Property,98107.0,2767703630,6,BALLARD,1.0,3,27085,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,,79.40000153,159.1999969,2151546.25,287701.5,Compliant,60.67,2.24,107,Low,High Usage,High Usage,Low Usage,1.0,0.0,27085.0,9028.333
22801,2016,Nonresidential COS,Other,98125.0,2826049024,5,NORTH,0.0,2,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,,247.39999390000003,417.2000122,8571176.0,764531.6875,Compliant,309.14,10.57,20,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,14629.0
22804,2016,NonResidential,Small- and Mid-Sized Office,98125.0,2826049043,5,NORTH,1.0,2,37500,Office,Office,58.0,65.30000305,160.6999969,2448649.75,473111.5,Compliant,44.26,1.18,85,Low,High Usage,High Usage,Low Usage,1.0,0.0,37500.0,18750.0
22810,2016,NonResidential,K-12 School,98125.0,2832100190,5,NORTHWEST,1.0,3,23983,K-12 School,K-12 School,61.0,53.0,110.59999850000001,1270514.75,181417.7969,Compliant,33.28,1.39,86,Low,High Usage,High Usage,Low Usage,1.0,0.0,23983.0,7994.333
22818,2016,NonResidential,Distribution Center,98106.0,2840201475,1,DELRIDGE,1.0,1,24100,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,22.0,39.79999924,65.90000153,939941.6875,79574.70313,Compliant,30.49,1.27,36,Low,High Usage,High Usage,Low Usage,1.0,0.0,24100.0,24100.0
22834,2016,NonResidential,K-12 School,98105.0,2862100610,4,NORTHEAST,3.0,2,31343,K-12 School,K-12 School,5.0,83.0,153.6999969,4277566.0,480403.0,Compliant,128.66,4.1,12,Low,High Usage,High Usage,Low Usage,1.0,0.0,10447.667,15671.5
22863,2016,NonResidential,Other,98199.0,2771100555,7,MAGNOLIA / QUEEN ANNE,1.0,2,20294,"Office, Other",Other,,90.90000153,150.1000061,1845057.875,157212.0938,Compliant,67.45,3.32,59,Low,High Usage,High Usage,Low Usage,1.0,0.0,20294.0,10147.0
22881,2016,NonResidential,Mixed Use Property,98119.0,2771102250,7,MAGNOLIA / QUEEN ANNE,1.0,2,57644,"Non-Refrigerated Warehouse, Office, Other - Services",Office,,41.70000076,103.5,2300589.0,466444.8125,Compliant,42.87,0.74,56,Low,High Usage,High Usage,Low Usage,1.0,0.0,57644.0,28822.0
22936,2016,Nonresidential COS,Other,98112.0,2925049087,3,EAST,1.0,1,33087,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,73.40000153,133.1000061,3944599.75,422960.3125,Compliant,121.9,3.68,84,Low,High Usage,High Usage,Low Usage,1.0,0.0,33087.0,33087.0
22955,2016,NonResidential,Senior Care Community,98125.0,2926049051,5,NORTH,1.0,5,43661,"Parking, Senior Care Community",Senior Care Community,4.0,94.90000153,238.8000031,4141925.0,803544.875,Compliant,82.57,1.89,18,Low,High Usage,High Usage,Low Usage,1.0,0.0,43661.0,8732.2
23008,2016,NonResidential,Mixed Use Property,98125.0,2926049163,5,NORTH,1.0,2,32009,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,,58.40000153,136.6000061,2177737.0,393022.5938,Compliant,44.28,1.38,64,Low,High Usage,High Usage,Low Usage,1.0,0.0,32009.0,16004.5
23017,2016,NonResidential,Medical Office,98125.0,2926049266,5,NORTH,1.0,3,28841,Medical Office,Medical Office,55.0,52.90000153,123.59999850000001,1525049.625,279989.5938,Compliant,33.42,1.16,28,Low,High Usage,High Usage,Low Usage,1.0,0.0,28841.0,9613.667
23022,2016,Nonresidential COS,Other,98125.0,2926049431,5,NORTH,2.0,1,30498,Other - Recreation,Other - Recreation,,87.0,164.3999939,2652254.5,312492.9063,Compliant,80.19,2.63,11,Low,High Usage,High Usage,Low Usage,1.0,0.0,15249.0,30498.0
23040,2016,NonResidential,K-12 School,98106.0,3004800005,1,DELRIDGE,1.0,2,42975,K-12 School,K-12 School,92.0,52.5,74.30000305,1124454.25,50751.69922,Compliant,42.96,1.0,92,Low,High Usage,High Usage,Low Usage,1.0,0.0,42975.0,21487.5
23049,2016,NonResidential,Other,98108.0,3024049018,1,DELRIDGE,1.0,1,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,77.5,146.1000061,1803514.875,210955.0938,Compliant,52.41,2.25,53,Low,High Usage,High Usage,Low Usage,1.0,0.0,23260.0,23260.0
23051,2016,NonResidential,Small- and Mid-Sized Office,98106.0,3024049026,1,DELRIDGE,1.0,2,30659,"Data Center, Non-Refrigerated Warehouse, Office",Office,88.0,78.09999847,186.1999969,2828171.5,528835.875,Compliant,55.85,1.82,28,Low,High Usage,High Usage,Low Usage,1.0,0.0,30659.0,15329.5
23056,2016,NonResidential,Other,98109.0,3025049004,7,MAGNOLIA / QUEEN ANNE,1.0,2,27144,Other,Other,,41.90000153,79.40000153,1138349.25,134465.5,Compliant,32.58,1.2,96,Low,High Usage,High Usage,Low Usage,1.0,0.0,27144.0,13572.0
23064,2016,NonResidential,Other,98133.0,3026049008,5,NORTHWEST,5.0,1,23166,Other,Other,,157.5,165.3999939,3648465.5,1.0,Compliant,184.6,7.97,46,Low,Low Usage,High Usage,Low Usage,1.0,0.0,4633.2,23166.0
23071,2016,NonResidential,Hospital,98133.0,3026049130,5,NORTHWEST,8.0,1,415632,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),85.0,207.5,402.10000610000003,100328264.0,12562766.0,Compliant,3278.11,7.89,50,Low,High Usage,High Usage,Low Usage,1.0,0.0,51954.0,415632.0
23076,2016,NonResidential,Worship Facility,98133.0,3034200285,5,NORTHWEST,1.0,2,44719,"Medical Office, Office, Worship Facility",Worship Facility,,37.20000076,71.0,1781436.375,206530.2031,Compliant,53.21,1.19,51,Low,High Usage,High Usage,Low Usage,1.0,0.0,44719.0,22359.5
23098,2016,NonResidential,Supermarket / Grocery Store,98144.0,3086003145,2,GREATER DUWAMISH,1.0,1,21603,Supermarket/Grocery Store,Supermarket/Grocery Store,16.0,274.39999389999997,658.7999877999999,5927199.5,1143041.5,Compliant,129.89,6.01,51,Low,High Usage,High Usage,Low Usage,1.0,0.0,21603.0,21603.0
23113,2016,NonResidential,Medical Office,98112.0,3117000005,3,EAST,1.0,3,591981,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,60.0,175.6999969,351.0,103985264.0,14068667.0,Compliant,3238.24,5.47,52,Low,High Usage,High Usage,Low Usage,1.0,0.0,591981.0,197327.0
23117,2016,Campus,Other,98108.0,3124049024,1,DELRIDGE,5.0,1,57952,Adult Education,Adult Education,,57.79999924,113.8000031,3347245.25,432136.6875,Compliant,96.15,1.66,11,Low,High Usage,High Usage,Low Usage,1.0,0.0,11590.4,57952.0
23120,2016,NonResidential,Other,98108.0,3124049151,1,DELRIDGE,1.0,1,26232,"Office, Other - Services",Other - Services,,126.40000149999999,205.3000031,3315521.5,264384.8125,Compliant,122.71,4.68,45,Low,High Usage,High Usage,Low Usage,1.0,0.0,26232.0,26232.0
23161,2016,NonResidential,Small- and Mid-Sized Office,98144.0,8170100415,2,DOWNTOWN,1.0,1,45145,Office,Office,,32.09999847,57.79999924,1405510.25,150788.7031,Compliant,43.63,0.97,28,Low,High Usage,High Usage,Low Usage,1.0,0.0,45145.0,45145.0
23228,2016,NonResidential,Supermarket / Grocery Store,98117.0,7589200051,6,BALLARD,1.0,1,45522,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,22.0,275.89999389999997,608.7999877999999,12559767.0,2057359.75,Compliant,326.74,7.18,22,Low,High Usage,High Usage,Low Usage,1.0,0.0,45522.0,45522.0
23265,2016,Campus,Other,98134.0,7666701220,1,GREATER DUWAMISH,5.0,2,138907,Other,Other,,61.29999924,142.6999969,8551562.0,1503605.875,Compliant,179.55,1.29,27,Low,High Usage,High Usage,Low Usage,1.0,0.0,27781.4,69453.5
23297,2016,NonResidential,Residence Hall,98104.0,8590900085,3,EAST,1.0,1,44086,Residence Hall/Dormitory,Residence Hall/Dormitory,29.0,92.0,163.1999969,4056815.5,357251.9063,Compliant,184.0,4.17,112,Low,High Usage,High Usage,High Usage,1.0,0.0,44086.0,44086.0
23310,2016,NonResidential,Other,98104.0,8590900585,3,EAST,1.0,1,47699,"Museum, Parking",Museum,,313.7000122,615.4000244,14745217.0,1694799.0,Compliant,712.39,14.94,65,Low,High Usage,High Usage,High Usage,1.0,0.0,47699.0,47699.0
23311,2016,NonResidential,Medical Office,98104.0,8590900646,3,EAST,1.0,0,274568,"Medical Office, Parking",Medical Office,52.0,111.1999969,233.10000609999997,25358122.0,3521475.75,Compliant,1110.07,4.04,71,Low,High Usage,Low Usage,High Usage,1.0,0.0,274568.0,inf
23313,2016,NonResidential,Small- and Mid-Sized Office,98122.0,8590900690,3,EAST,1.0,3,21282,Office,Office,69.0,70.19999695,133.3000031,1380656.125,141670.9063,Compliant,62.23,2.92,60,Low,High Usage,Low Usage,High Usage,1.0,0.0,21282.0,7094.0
23397,2016,NonResidential,Other,98106.0,7666703920,1,DELRIDGE,1.0,2,28109,Other,Other,,128.5,382.2999878,3612526.75,974877.3125,Compliant,38.39,1.37,50,Low,High Usage,High Usage,Low Usage,1.0,0.0,28109.0,14054.5
23343,2016,NonResidential,Other,98125.0,3834500515,5,NORTH,1.0,1,30160,Other,Other,,39.29999924,58.20000076,1184385.875,71687.29688,Compliant,44.26,1.47,47,Low,High Usage,High Usage,Low Usage,1.0,0.0,30160.0,30160.0
23368,2016,NonResidential,Mixed Use Property,98011.0,7628750000,7,DOWNTOWN,1.0,11,111137,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,,100.4000015,201.1999969,9946297.0,1348902.5,Compliant,294.65,2.65,107,Low,High Usage,High Usage,Low Usage,1.0,0.0,111137.0,10103.364
